Iteration,G1_Total_Projects,G1_Detected_Count,G1_Detection_Rate_pct,G2_Total_Projects,G2_Detected_Count,G2_Detection_Rate_pct
515,589,8,1.3582342954159592,139,7,5.0359712230215825
516,589,7,1.1884550084889642,139,4,2.877697841726619
517,589,13,2.2071307300509337,139,3,2.158273381294964
518,589,9,1.5280135823429541,139,5,3.597122302158273
519,589,10,1.697792869269949,139,6,4.316546762589928
520,589,10,1.697792869269949,139,4,2.877697841726619
521,589,5,0.8488964346349746,139,3,2.158273381294964
522,588,9,1.530612244897959,139,6,4.316546762589928
523,588,7,1.1904761904761905,139,6,4.316546762589928
524,588,8,1.3605442176870748,139,4,2.877697841726619
525,587,6,1.0221465076660987,139,5,3.597122302158273
526,587,9,1.5332197614991483,139,10,7.194244604316546
527,587,8,1.362862010221465,139,5,3.597122302158273
528,587,6,1.0221465076660987,139,5,3.597122302158273
529,587,7,1.192504258943782,139,2,1.4388489208633095
530,587,2,0.34071550255536626,139,7,5.0359712230215825
531,587,4,0.6814310051107325,139,2,1.4388489208633095
532,587,6,1.0221465076660987,139,8,5.755395683453238
533,587,6,1.0221465076660987,139,6,4.316546762589928
534,587,7,1.192504258943782,139,6,4.316546762589928
535,587,8,1.362862010221465,139,7,5.0359712230215825
536,587,9,1.5332197614991483,139,6,4.316546762589928
537,587,8,1.362862010221465,139,6,4.316546762589928
538,587,6,1.0221465076660987,139,8,5.755395683453238
539,587,6,1.0221465076660987,139,8,5.755395683453238
540,587,12,2.0442930153321974,139,11,7.913669064748201
541,587,8,1.362862010221465,139,3,2.158273381294964
542,587,9,1.5332197614991483,139,9,6.474820143884892
543,587,7,1.192504258943782,139,7,5.0359712230215825
544,587,3,0.5110732538330494,139,4,2.877697841726619
545,587,8,1.362862010221465,139,6,4.316546762589928
546,587,3,0.5110732538330494,139,5,3.597122302158273
547,587,6,1.0221465076660987,139,10,7.194244604316546
548,586,7,1.1945392491467577,139,7,5.0359712230215825
549,586,9,1.5358361774744027,139,4,2.877697841726619
550,586,9,1.5358361774744027,139,6,4.316546762589928
551,586,6,1.023890784982935,139,2,1.4388489208633095
552,586,9,1.5358361774744027,139,4,2.877697841726619
553,585,9,1.5384615384615385,139,7,5.0359712230215825
554,585,9,1.5384615384615385,139,6,4.316546762589928
555,585,9,1.5384615384615385,139,5,3.597122302158273
556,585,8,1.3675213675213675,139,4,2.877697841726619
557,585,3,0.5128205128205128,139,4,2.877697841726619
558,585,3,0.5128205128205128,139,4,2.877697841726619
559,585,7,1.1965811965811968,139,3,2.158273381294964
560,585,5,0.8547008547008548,139,5,3.597122302158273
561,585,5,0.8547008547008548,139,3,2.158273381294964
562,585,5,0.8547008547008548,139,3,2.158273381294964
563,584,6,1.0273972602739725,138,7,5.072463768115942
564,584,3,0.5136986301369862,138,6,4.3478260869565215
565,584,6,1.0273972602739725,138,10,7.246376811594203
566,584,3,0.5136986301369862,138,1,0.7246376811594203
567,584,4,0.684931506849315,138,4,2.898550724637681
568,584,2,0.3424657534246575,138,4,2.898550724637681
569,584,9,1.5410958904109588,138,6,4.3478260869565215
570,584,4,0.684931506849315,138,2,1.4492753623188406
571,583,9,1.5437392795883362,138,2,1.4492753623188406
572,583,3,0.5145797598627788,138,6,4.3478260869565215
573,583,7,1.2006861063464835,137,6,4.37956204379562
574,582,3,0.5154639175257731,137,4,2.9197080291970803
575,581,3,0.5163511187607573,137,6,4.37956204379562
576,581,6,1.0327022375215147,137,6,4.37956204379562
577,581,7,1.2048192771084338,137,4,2.9197080291970803
578,581,7,1.2048192771084338,137,7,5.109489051094891
579,581,4,0.6884681583476765,137,2,1.4598540145985401
580,581,6,1.0327022375215147,136,4,2.941176470588235
581,581,7,1.2048192771084338,136,6,4.411764705882353
582,581,5,0.8605851979345954,136,4,2.941176470588235
583,581,7,1.2048192771084338,136,4,2.941176470588235
584,580,4,0.6896551724137931,136,3,2.2058823529411766
585,580,6,1.0344827586206897,136,5,3.6764705882352944
586,580,5,0.8620689655172413,136,3,2.2058823529411766
587,578,6,1.0380622837370241,136,4,2.941176470588235
588,577,5,0.8665511265164645,136,7,5.147058823529411
589,577,5,0.8665511265164645,136,3,2.2058823529411766
590,577,3,0.5199306759098787,136,5,3.6764705882352944
591,577,8,1.386481802426343,136,6,4.411764705882353
592,576,6,1.0416666666666665,136,5,3.6764705882352944
593,575,4,0.6956521739130435,135,4,2.9629629629629632
594,574,7,1.2195121951219512,135,2,1.4814814814814816
595,574,4,0.6968641114982579,135,1,0.7407407407407408
596,574,4,0.6968641114982579,135,1,0.7407407407407408
597,573,5,0.8726003490401396,135,6,4.444444444444445
598,572,2,0.34965034965034963,135,2,1.4814814814814816
599,571,6,1.0507880910683012,135,1,0.7407407407407408
600,570,2,0.3508771929824561,135,1,0.7407407407407408
601,567,3,0.5291005291005291,135,3,2.2222222222222223
602,567,11,1.9400352733686066,135,7,5.185185185185185
603,564,7,1.2411347517730498,135,4,2.9629629629629632
604,563,7,1.2433392539964476,135,6,4.444444444444445
605,560,3,0.5357142857142857,135,4,2.9629629629629632
606,555,7,1.2612612612612613,135,4,2.9629629629629632
607,553,2,0.3616636528028933,135,5,3.7037037037037033
608,552,2,0.36231884057971014,135,5,3.7037037037037033
609,551,6,1.0889292196007259,135,3,2.2222222222222223
610,550,5,0.9090909090909091,135,5,3.7037037037037033
611,550,9,1.6363636363636365,135,2,1.4814814814814816
612,549,11,2.0036429872495445,135,4,2.9629629629629632
613,549,5,0.9107468123861567,135,2,1.4814814814814816
614,547,6,1.0968921389396709,135,3,2.2222222222222223
615,547,8,1.4625228519195612,135,4,2.9629629629629632
616,546,7,1.282051282051282,135,7,5.185185185185185
617,545,1,0.1834862385321101,135,5,3.7037037037037033
618,544,7,1.2867647058823528,135,5,3.7037037037037033
619,544,14,2.5735294117647056,135,3,2.2222222222222223
620,542,4,0.7380073800738007,135,3,2.2222222222222223
621,542,3,0.5535055350553505,135,6,4.444444444444445
622,541,6,1.1090573012939002,135,7,5.185185185185185
623,539,5,0.927643784786642,135,6,4.444444444444445
624,538,4,0.7434944237918215,135,2,1.4814814814814816
625,536,2,0.3731343283582089,135,2,1.4814814814814816
626,536,5,0.9328358208955223,135,2,1.4814814814814816
627,536,10,1.8656716417910446,135,4,2.9629629629629632
628,536,9,1.6791044776119404,135,6,4.444444444444445
629,536,7,1.3059701492537312,135,3,2.2222222222222223
630,535,3,0.5607476635514018,135,9,6.666666666666667
631,532,7,1.3157894736842104,135,6,4.444444444444445
632,531,7,1.3182674199623352,135,6,4.444444444444445
633,528,7,1.3257575757575757,135,4,2.9629629629629632
634,527,4,0.7590132827324478,135,7,5.185185185185185
635,527,7,1.3282732447817838,135,4,2.9629629629629632
636,527,5,0.9487666034155597,135,9,6.666666666666667
637,527,6,1.1385199240986716,135,6,4.444444444444445
638,526,6,1.1406844106463878,135,6,4.444444444444445
639,523,4,0.7648183556405354,135,4,2.9629629629629632
640,522,5,0.9578544061302682,135,5,3.7037037037037033
641,522,3,0.5747126436781609,134,4,2.9850746268656714
642,520,3,0.576923076923077,134,8,5.970149253731343
643,520,9,1.7307692307692308,134,6,4.477611940298507
644,519,4,0.7707129094412332,134,6,4.477611940298507
645,519,4,0.7707129094412332,134,3,2.2388059701492535
646,519,4,0.7707129094412332,134,3,2.2388059701492535
647,517,6,1.160541586073501,134,6,4.477611940298507
648,517,6,1.160541586073501,134,7,5.223880597014925
649,516,7,1.3565891472868217,134,2,1.4925373134328357
650,514,5,0.9727626459143969,134,4,2.9850746268656714
651,514,3,0.5836575875486382,134,6,4.477611940298507
652,513,7,1.364522417153996,134,8,5.970149253731343
653,512,7,1.3671875,134,5,3.731343283582089
654,512,5,0.9765625,134,3,2.2388059701492535
655,512,0,0.0,134,3,2.2388059701492535
656,509,6,1.1787819253438114,134,7,5.223880597014925
657,504,4,0.7936507936507936,134,5,3.731343283582089
658,503,8,1.5904572564612325,134,4,2.9850746268656714
659,500,4,0.8,134,7,5.223880597014925
660,497,5,1.0060362173038229,134,4,2.9850746268656714
661,496,5,1.0080645161290323,133,3,2.2556390977443606
662,494,5,1.0121457489878543,133,3,2.2556390977443606
663,493,3,0.6085192697768762,133,8,6.015037593984962
664,492,8,1.6260162601626018,133,6,4.511278195488721
665,487,3,0.6160164271047228,132,8,6.0606060606060606
666,486,5,1.02880658436214,132,5,3.787878787878788
667,486,3,0.6172839506172839,132,3,2.272727272727273
668,484,7,1.4462809917355373,132,5,3.787878787878788
669,482,2,0.4149377593360996,132,9,6.8181818181818175
670,479,9,1.8789144050104383,132,4,3.0303030303030303
671,478,3,0.6276150627615062,132,7,5.303030303030303
672,476,4,0.8403361344537815,132,1,0.7575757575757576
673,474,4,0.8438818565400843,132,2,1.5151515151515151
674,473,5,1.0570824524312896,130,5,3.8461538461538463
675,472,8,1.694915254237288,130,7,5.384615384615385
676,471,10,2.1231422505307855,130,6,4.615384615384616
677,471,8,1.6985138004246285,130,3,2.307692307692308
678,471,6,1.2738853503184715,130,6,4.615384615384616
679,470,3,0.6382978723404255,130,5,3.8461538461538463
680,470,8,1.702127659574468,130,4,3.076923076923077
681,467,7,1.4989293361884368,130,5,3.8461538461538463
682,466,9,1.9313304721030045,130,6,4.615384615384616
683,466,3,0.6437768240343348,130,6,4.615384615384616
684,465,7,1.5053763440860215,130,5,3.8461538461538463
685,463,8,1.7278617710583155,130,5,3.8461538461538463
686,462,6,1.2987012987012987,130,4,3.076923076923077
687,461,7,1.5184381778741864,130,4,3.076923076923077
688,461,5,1.0845986984815619,130,4,3.076923076923077
689,459,4,0.8714596949891068,129,6,4.651162790697675
690,458,7,1.5283842794759825,129,3,2.3255813953488373
691,457,3,0.6564551422319475,129,5,3.875968992248062
692,457,5,1.0940919037199124,129,6,4.651162790697675
693,456,5,1.0964912280701753,129,5,3.875968992248062
694,455,4,0.8791208791208791,129,7,5.426356589147287
695,455,6,1.3186813186813187,129,6,4.651162790697675
696,451,8,1.7738359201773837,129,4,3.10077519379845
697,448,8,1.7857142857142856,129,5,3.875968992248062
698,446,7,1.5695067264573992,129,0,0.0
699,444,9,2.027027027027027,129,8,6.2015503875969
700,443,8,1.805869074492099,129,3,2.3255813953488373
701,441,5,1.1337868480725624,129,4,3.10077519379845
702,441,5,1.1337868480725624,129,9,6.976744186046512
703,441,10,2.2675736961451247,129,6,4.651162790697675
704,440,3,0.6818181818181818,129,5,3.875968992248062
705,440,7,1.5909090909090908,129,8,6.2015503875969
706,440,3,0.6818181818181818,129,7,5.426356589147287
707,440,4,0.9090909090909091,129,4,3.10077519379845
708,440,4,0.9090909090909091,129,6,4.651162790697675
709,440,7,1.5909090909090908,129,3,2.3255813953488373
710,440,5,1.1363636363636365,129,4,3.10077519379845
711,440,5,1.1363636363636365,129,4,3.10077519379845
712,439,7,1.5945330296127564,129,2,1.550387596899225
713,439,5,1.1389521640091116,129,3,2.3255813953488373
714,439,7,1.5945330296127564,129,6,4.651162790697675
715,439,4,0.9111617312072893,129,3,2.3255813953488373
716,438,7,1.5981735159817352,129,4,3.10077519379845
717,437,3,0.6864988558352403,129,3,2.3255813953488373
718,436,5,1.146788990825688,128,3,2.34375
719,436,3,0.6880733944954129,128,6,4.6875
720,436,3,0.6880733944954129,128,6,4.6875
721,436,3,0.6880733944954129,128,5,3.90625
722,435,6,1.3793103448275863,128,8,6.25
723,434,5,1.1520737327188941,128,4,3.125
724,434,4,0.9216589861751152,128,2,1.5625
725,434,5,1.1520737327188941,127,2,1.574803149606299
726,432,6,1.3888888888888888,127,2,1.574803149606299
727,432,2,0.4629629629629629,127,10,7.874015748031496
728,432,4,0.9259259259259258,127,4,3.149606299212598
729,432,6,1.3888888888888888,127,5,3.937007874015748
730,429,4,0.9324009324009324,127,4,3.149606299212598
731,429,3,0.6993006993006993,127,2,1.574803149606299
732,428,8,1.8691588785046727,127,4,3.149606299212598
733,428,1,0.23364485981308408,127,8,6.299212598425196
734,428,4,0.9345794392523363,127,2,1.574803149606299
735,427,8,1.873536299765808,127,3,2.3622047244094486
736,424,5,1.179245283018868,127,2,1.574803149606299
737,421,5,1.187648456057007,127,6,4.724409448818897
738,420,4,0.9523809523809524,127,3,2.3622047244094486
739,419,6,1.431980906921241,127,6,4.724409448818897
740,419,3,0.7159904534606205,127,2,1.574803149606299
741,418,6,1.4354066985645932,127,3,2.3622047244094486
742,418,4,0.9569377990430622,127,6,4.724409448818897
743,417,4,0.9592326139088728,127,3,2.3622047244094486
744,416,7,1.6826923076923077,127,5,3.937007874015748
745,416,4,0.9615384615384616,127,4,3.149606299212598
746,416,7,1.6826923076923077,127,5,3.937007874015748
747,416,5,1.201923076923077,127,4,3.149606299212598
748,416,3,0.7211538461538461,127,5,3.937007874015748
749,415,4,0.9638554216867471,127,3,2.3622047244094486
750,415,5,1.2048192771084338,127,4,3.149606299212598
751,415,5,1.2048192771084338,127,5,3.937007874015748
752,415,4,0.9638554216867471,127,2,1.574803149606299
753,415,3,0.7228915662650602,127,4,3.149606299212598
754,414,2,0.4830917874396135,127,2,1.574803149606299
755,414,7,1.6908212560386473,127,3,2.3622047244094486
756,414,8,1.932367149758454,127,5,3.937007874015748
757,414,4,0.966183574879227,127,0,0.0
758,413,6,1.4527845036319613,127,2,1.574803149606299
759,413,2,0.48426150121065376,127,4,3.149606299212598
760,413,4,0.9685230024213075,127,2,1.574803149606299
761,413,2,0.48426150121065376,127,6,4.724409448818897
762,412,3,0.7281553398058253,127,6,4.724409448818897
763,412,4,0.9708737864077669,127,2,1.574803149606299
764,411,7,1.70316301703163,127,1,0.7874015748031495
765,411,2,0.48661800486618007,127,3,2.3622047244094486
766,410,3,0.7317073170731708,127,6,4.724409448818897
767,410,4,0.975609756097561,127,4,3.149606299212598
768,410,1,0.24390243902439024,127,7,5.511811023622047
769,408,3,0.7352941176470588,127,4,3.149606299212598
770,408,1,0.24509803921568626,127,4,3.149606299212598
771,408,5,1.2254901960784315,127,6,4.724409448818897
772,408,4,0.9803921568627451,127,3,2.3622047244094486
773,407,2,0.4914004914004914,127,6,4.724409448818897
774,406,5,1.2315270935960592,127,6,4.724409448818897
775,405,3,0.7407407407407408,127,3,2.3622047244094486
776,405,4,0.9876543209876543,127,5,3.937007874015748
777,404,5,1.2376237623762376,127,4,3.149606299212598
778,404,5,1.2376237623762376,127,6,4.724409448818897
779,403,5,1.240694789081886,127,4,3.149606299212598
780,403,6,1.488833746898263,127,3,2.3622047244094486
781,403,2,0.49627791563275436,127,7,5.511811023622047
782,403,7,1.7369727047146404,127,0,0.0
783,403,7,1.7369727047146404,127,5,3.937007874015748
784,402,6,1.4925373134328357,127,6,4.724409448818897
785,402,3,0.7462686567164178,127,3,2.3622047244094486
786,402,6,1.4925373134328357,127,1,0.7874015748031495
787,402,4,0.9950248756218906,127,4,3.149606299212598
788,402,6,1.4925373134328357,127,6,4.724409448818897
789,402,5,1.2437810945273633,127,4,3.149606299212598
790,402,6,1.4925373134328357,127,5,3.937007874015748
791,401,3,0.7481296758104738,127,3,2.3622047244094486
792,399,7,1.7543859649122806,127,4,3.149606299212598
793,398,3,0.7537688442211055,127,5,3.937007874015748
794,398,1,0.25125628140703515,127,2,1.574803149606299
795,398,7,1.7587939698492463,127,6,4.724409448818897
796,398,5,1.256281407035176,127,3,2.3622047244094486
797,398,3,0.7537688442211055,127,4,3.149606299212598
798,398,4,1.0050251256281406,127,5,3.937007874015748
799,398,4,1.0050251256281406,127,7,5.511811023622047
800,396,3,0.7575757575757576,127,4,3.149606299212598
801,396,5,1.2626262626262625,127,3,2.3622047244094486
802,396,2,0.5050505050505051,127,3,2.3622047244094486
803,396,6,1.5151515151515151,127,4,3.149606299212598
804,395,3,0.7594936708860759,127,6,4.724409448818897
805,394,2,0.5076142131979695,127,3,2.3622047244094486
806,393,4,1.0178117048346056,127,4,3.149606299212598
807,392,8,2.0408163265306123,127,6,4.724409448818897
808,392,5,1.2755102040816326,127,3,2.3622047244094486
809,391,2,0.5115089514066496,127,3,2.3622047244094486
810,391,5,1.278772378516624,127,4,3.149606299212598
811,390,5,1.282051282051282,127,6,4.724409448818897
812,389,5,1.2853470437017995,127,3,2.3622047244094486
813,389,4,1.0282776349614395,127,4,3.149606299212598
814,387,7,1.8087855297157622,127,3,2.3622047244094486
815,387,5,1.2919896640826873,127,8,6.299212598425196
816,386,4,1.0362694300518136,127,2,1.574803149606299
817,385,4,1.0389610389610389,127,5,3.937007874015748
818,385,5,1.2987012987012987,127,3,2.3622047244094486
819,382,3,0.7853403141361256,127,4,3.149606299212598
820,382,9,2.356020942408377,127,4,3.149606299212598
821,382,2,0.5235602094240838,127,1,0.7874015748031495
822,382,1,0.2617801047120419,127,3,2.3622047244094486
823,382,4,1.0471204188481675,127,5,3.937007874015748
824,382,5,1.3089005235602094,126,4,3.1746031746031744
825,382,5,1.3089005235602094,125,2,1.6
826,382,3,0.7853403141361256,125,4,3.2
827,382,4,1.0471204188481675,125,3,2.4
828,380,3,0.7894736842105263,125,3,2.4
829,378,4,1.0582010582010581,125,3,2.4
830,378,4,1.0582010582010581,125,5,4.0
831,375,6,1.6,125,7,5.6000000000000005
832,373,6,1.6085790884718498,125,2,1.6
833,373,3,0.8042895442359249,125,4,3.2
834,372,3,0.8064516129032258,124,1,0.8064516129032258
835,371,2,0.5390835579514826,124,2,1.6129032258064515
836,368,7,1.9021739130434785,124,5,4.032258064516129
837,366,3,0.819672131147541,124,3,2.4193548387096775
838,365,4,1.095890410958904,124,4,3.225806451612903
839,364,6,1.6483516483516485,124,1,0.8064516129032258
840,363,5,1.3774104683195594,124,3,2.4193548387096775
841,363,4,1.1019283746556474,124,2,1.6129032258064515
842,363,0,0.0,123,4,3.2520325203252036
843,363,5,1.3774104683195594,123,6,4.878048780487805
844,362,4,1.1049723756906076,123,3,2.4390243902439024
845,362,3,0.8287292817679558,123,1,0.8130081300813009
846,362,2,0.5524861878453038,123,1,0.8130081300813009
847,361,2,0.554016620498615,123,4,3.2520325203252036
848,361,3,0.8310249307479225,123,6,4.878048780487805
849,360,1,0.2777777777777778,123,6,4.878048780487805
850,359,5,1.392757660167131,123,2,1.6260162601626018
851,357,4,1.1204481792717087,123,4,3.2520325203252036
852,356,10,2.8089887640449436,123,1,0.8130081300813009
853,356,6,1.6853932584269662,123,5,4.0650406504065035
854,352,2,0.5681818181818182,123,7,5.691056910569105
855,350,7,2.0,123,2,1.6260162601626018
856,348,3,0.8620689655172413,123,6,4.878048780487805
857,346,4,1.1560693641618496,123,2,1.6260162601626018
858,346,3,0.8670520231213872,123,4,3.2520325203252036
859,345,4,1.1594202898550725,123,6,4.878048780487805
860,344,3,0.872093023255814,123,1,0.8130081300813009
861,343,6,1.749271137026239,123,6,4.878048780487805
862,343,2,0.5830903790087464,123,3,2.4390243902439024
863,343,5,1.4577259475218658,122,3,2.459016393442623
864,343,2,0.5830903790087464,122,7,5.737704918032787
865,341,4,1.1730205278592376,122,1,0.819672131147541
866,340,1,0.29411764705882354,122,3,2.459016393442623
867,339,4,1.1799410029498525,122,2,1.639344262295082
868,336,7,2.083333333333333,122,4,3.278688524590164
869,336,6,1.7857142857142856,122,4,3.278688524590164
870,334,8,2.3952095808383236,122,2,1.639344262295082
871,332,5,1.5060240963855422,122,2,1.639344262295082
872,330,2,0.6060606060606061,122,2,1.639344262295082
873,330,4,1.2121212121212122,122,4,3.278688524590164
874,329,3,0.911854103343465,122,4,3.278688524590164
875,328,3,0.9146341463414633,122,3,2.459016393442623
876,328,1,0.3048780487804878,122,3,2.459016393442623
877,328,7,2.1341463414634148,122,2,1.639344262295082
878,326,2,0.6134969325153374,122,2,1.639344262295082
879,326,5,1.5337423312883436,122,4,3.278688524590164
880,325,1,0.3076923076923077,121,2,1.6528925619834711
881,321,2,0.6230529595015576,121,2,1.6528925619834711
882,321,3,0.9345794392523363,121,5,4.132231404958678
883,320,6,1.875,121,4,3.3057851239669422
884,317,6,1.8927444794952681,121,0,0.0
885,315,5,1.5873015873015872,121,4,3.3057851239669422
886,314,1,0.3184713375796179,121,3,2.479338842975207
887,314,6,1.910828025477707,121,3,2.479338842975207
888,313,3,0.9584664536741214,121,1,0.8264462809917356
889,312,4,1.282051282051282,121,6,4.958677685950414
890,312,5,1.6025641025641024,121,5,4.132231404958678
891,312,6,1.9230769230769231,121,5,4.132231404958678
892,311,2,0.6430868167202572,121,4,3.3057851239669422
893,310,4,1.2903225806451613,121,4,3.3057851239669422
894,308,9,2.922077922077922,121,5,4.132231404958678
895,308,3,0.974025974025974,120,7,5.833333333333333
896,308,6,1.948051948051948,120,4,3.3333333333333335
897,307,6,1.9543973941368076,120,6,5.0
898,307,5,1.6286644951140066,120,6,5.0
899,304,2,0.6578947368421052,120,3,2.5
900,303,5,1.65016501650165,120,3,2.5
901,303,2,0.6600660066006601,120,1,0.8333333333333334
902,302,6,1.9867549668874174,120,1,0.8333333333333334
903,300,5,1.6666666666666667,120,2,1.6666666666666667
904,300,5,1.6666666666666667,120,3,2.5
905,300,4,1.3333333333333335,120,3,2.5
906,300,2,0.6666666666666667,120,2,1.6666666666666667
907,300,5,1.6666666666666667,120,3,2.5
908,300,4,1.3333333333333335,120,2,1.6666666666666667
909,297,7,2.356902356902357,120,2,1.6666666666666667
910,297,7,2.356902356902357,120,5,4.166666666666666
911,295,0,0.0,120,6,5.0
912,293,2,0.6825938566552902,120,3,2.5
913,292,5,1.7123287671232876,120,6,5.0
914,290,3,1.0344827586206897,120,1,0.8333333333333334
915,288,4,1.3888888888888888,120,6,5.0
916,287,5,1.7421602787456445,120,3,2.5
917,287,3,1.0452961672473868,120,6,5.0
918,286,3,1.048951048951049,120,3,2.5
919,286,5,1.7482517482517483,120,5,4.166666666666666
920,286,5,1.7482517482517483,120,4,3.3333333333333335
921,286,3,1.048951048951049,120,5,4.166666666666666
922,286,4,1.3986013986013985,120,3,2.5
923,285,8,2.807017543859649,120,3,2.5
924,284,3,1.056338028169014,120,6,5.0
925,284,7,2.464788732394366,120,7,5.833333333333333
926,284,5,1.7605633802816902,120,3,2.5
927,283,3,1.0600706713780919,120,4,3.3333333333333335
928,282,3,1.0638297872340425,120,5,4.166666666666666
929,281,5,1.7793594306049825,120,5,4.166666666666666
930,281,3,1.0676156583629894,120,8,6.666666666666667
931,281,4,1.4234875444839856,120,7,5.833333333333333
932,281,3,1.0676156583629894,120,5,4.166666666666666
933,281,3,1.0676156583629894,120,8,6.666666666666667
934,281,5,1.7793594306049825,120,5,4.166666666666666
935,281,7,2.491103202846975,119,4,3.361344537815126
936,281,4,1.4234875444839856,119,6,5.042016806722689
937,281,2,0.7117437722419928,119,5,4.201680672268908
938,281,2,0.7117437722419928,119,4,3.361344537815126
939,281,5,1.7793594306049825,119,3,2.5210084033613445
940,279,6,2.1505376344086025,119,8,6.722689075630252
941,279,2,0.7168458781362007,119,7,5.88235294117647
942,279,5,1.7921146953405016,119,5,4.201680672268908
943,278,4,1.4388489208633095,119,6,5.042016806722689
944,278,1,0.3597122302158274,119,5,4.201680672268908
945,277,2,0.7220216606498195,119,9,7.563025210084033
946,275,8,2.909090909090909,119,6,5.042016806722689
947,274,7,2.5547445255474455,119,4,3.361344537815126
948,273,3,1.098901098901099,119,7,5.88235294117647
949,272,2,0.7352941176470588,119,5,4.201680672268908
950,270,4,1.4814814814814816,119,3,2.5210084033613445
951,268,6,2.2388059701492535,119,3,2.5210084033613445
952,268,4,1.4925373134328357,119,7,5.88235294117647
953,267,6,2.247191011235955,119,1,0.8403361344537815
954,267,9,3.3707865168539324,119,3,2.5210084033613445
955,267,2,0.7490636704119851,119,5,4.201680672268908
956,266,5,1.8796992481203008,119,5,4.201680672268908
957,265,2,0.7547169811320755,119,3,2.5210084033613445
958,264,4,1.5151515151515151,119,6,5.042016806722689
959,264,5,1.893939393939394,119,4,3.361344537815126
960,264,4,1.5151515151515151,119,3,2.5210084033613445
961,263,2,0.7604562737642585,119,4,3.361344537815126
962,263,9,3.4220532319391634,119,7,5.88235294117647
963,263,9,3.4220532319391634,119,6,5.042016806722689
964,262,3,1.1450381679389312,119,5,4.201680672268908
965,261,6,2.2988505747126435,119,2,1.680672268907563
966,261,6,2.2988505747126435,119,6,5.042016806722689
967,260,8,3.076923076923077,119,3,2.5210084033613445
968,260,6,2.307692307692308,119,4,3.361344537815126
969,260,5,1.9230769230769231,119,6,5.042016806722689
970,260,7,2.6923076923076925,119,4,3.361344537815126
971,260,4,1.5384615384615385,119,2,1.680672268907563
972,259,5,1.9305019305019304,119,3,2.5210084033613445
973,259,3,1.1583011583011582,119,8,6.722689075630252
974,258,6,2.3255813953488373,119,4,3.361344537815126
975,257,6,2.3346303501945527,119,3,2.5210084033613445
976,257,3,1.1673151750972763,119,5,4.201680672268908
977,257,4,1.556420233463035,119,2,1.680672268907563
978,257,3,1.1673151750972763,119,3,2.5210084033613445
979,257,4,1.556420233463035,119,2,1.680672268907563
980,256,4,1.5625,119,5,4.201680672268908
981,255,3,1.1764705882352942,119,3,2.5210084033613445
982,255,6,2.3529411764705883,119,3,2.5210084033613445
983,254,6,2.3622047244094486,119,1,0.8403361344537815
984,254,2,0.7874015748031495,119,3,2.5210084033613445
985,254,5,1.968503937007874,119,2,1.680672268907563
986,254,2,0.7874015748031495,119,5,4.201680672268908
987,254,6,2.3622047244094486,119,4,3.361344537815126
988,254,7,2.7559055118110236,119,5,4.201680672268908
989,253,3,1.185770750988142,119,5,4.201680672268908
990,252,6,2.380952380952381,119,6,5.042016806722689
991,251,5,1.9920318725099602,119,4,3.361344537815126
992,251,4,1.593625498007968,119,5,4.201680672268908
993,250,3,1.2,119,5,4.201680672268908
994,250,6,2.4,119,3,2.5210084033613445
995,250,2,0.8,119,2,1.680672268907563
996,249,1,0.4016064257028112,119,4,3.361344537815126
997,249,2,0.8032128514056224,119,6,5.042016806722689
998,248,2,0.8064516129032258,119,6,5.042016806722689
999,247,5,2.0242914979757085,119,2,1.680672268907563
1000,247,6,2.42914979757085,119,3,2.5210084033613445
1001,245,4,1.6326530612244898,119,4,3.361344537815126
1002,245,4,1.6326530612244898,119,3,2.5210084033613445
1003,245,1,0.40816326530612246,119,4,3.361344537815126
1004,245,1,0.40816326530612246,119,5,4.201680672268908
1005,245,4,1.6326530612244898,119,3,2.5210084033613445
1006,245,7,2.857142857142857,119,6,5.042016806722689
1007,245,4,1.6326530612244898,119,5,4.201680672268908
1008,245,3,1.2244897959183674,119,6,5.042016806722689
1009,245,3,1.2244897959183674,119,4,3.361344537815126
1010,245,4,1.6326530612244898,119,5,4.201680672268908
1011,245,6,2.4489795918367347,119,6,5.042016806722689
1012,245,3,1.2244897959183674,119,3,2.5210084033613445
1013,245,6,2.4489795918367347,119,3,2.5210084033613445
1014,245,6,2.4489795918367347,119,4,3.361344537815126
1015,244,5,2.0491803278688523,119,1,0.8403361344537815
1016,243,3,1.2345679012345678,119,4,3.361344537815126
1017,243,6,2.4691358024691357,119,5,4.201680672268908
1018,243,5,2.05761316872428,119,4,3.361344537815126
1019,243,5,2.05761316872428,119,2,1.680672268907563
1020,243,4,1.646090534979424,119,2,1.680672268907563
1021,243,5,2.05761316872428,119,3,2.5210084033613445
1022,243,5,2.05761316872428,119,3,2.5210084033613445
1023,243,3,1.2345679012345678,119,5,4.201680672268908
1024,243,10,4.11522633744856,119,3,2.5210084033613445
1025,243,6,2.4691358024691357,119,2,1.680672268907563
1026,243,2,0.823045267489712,119,3,2.5210084033613445
1027,243,4,1.646090534979424,119,3,2.5210084033613445
1028,243,1,0.411522633744856,119,4,3.361344537815126
1029,243,2,0.823045267489712,119,6,5.042016806722689
1030,243,3,1.2345679012345678,119,4,3.361344537815126
1031,243,4,1.646090534979424,119,5,4.201680672268908
1032,243,0,0.0,119,2,1.680672268907563
1033,243,2,0.823045267489712,119,1,0.8403361344537815
