Iteration,G1_Total_Projects,G1_Detected_Count,G1_Detection_Rate_pct,G2_Total_Projects,G2_Detected_Count,G2_Detection_Rate_pct
1542,128,4,3.125,104,4,3.8461538461538463
1543,128,1,0.78125,104,2,1.9230769230769231
1544,128,1,0.78125,103,2,1.9417475728155338
1545,128,2,1.5625,103,0,0.0
1546,128,0,0.0,103,3,2.912621359223301
1547,128,1,0.78125,103,1,0.9708737864077669
1548,128,2,1.5625,103,1,0.9708737864077669
1549,127,1,0.7874015748031495,103,3,2.912621359223301
1550,127,4,3.149606299212598,103,1,0.9708737864077669
1551,127,2,1.574803149606299,103,2,1.9417475728155338
1552,127,3,2.3622047244094486,103,1,0.9708737864077669
1553,126,1,0.7936507936507936,103,2,1.9417475728155338
1554,126,3,2.380952380952381,103,1,0.9708737864077669
1555,126,1,0.7936507936507936,103,5,4.854368932038835
1556,126,4,3.1746031746031744,102,3,2.941176470588235
1557,126,1,0.7936507936507936,102,0,0.0
1558,126,3,2.380952380952381,102,1,0.9803921568627451
1559,126,2,1.5873015873015872,102,3,2.941176470588235
1560,126,2,1.5873015873015872,102,1,0.9803921568627451
1561,126,1,0.7936507936507936,102,3,2.941176470588235
1562,126,0,0.0,102,3,2.941176470588235
1563,126,1,0.7936507936507936,102,1,0.9803921568627451
1564,126,0,0.0,102,2,1.9607843137254901
1565,125,2,1.6,102,2,1.9607843137254901
1566,125,2,1.6,102,1,0.9803921568627451
1567,125,4,3.2,102,1,0.9803921568627451
1568,125,0,0.0,102,3,2.941176470588235
1569,125,4,3.2,102,3,2.941176470588235
1570,125,0,0.0,102,2,1.9607843137254901
1571,125,1,0.8,102,0,0.0
1572,125,1,0.8,102,1,0.9803921568627451
1573,125,1,0.8,102,2,1.9607843137254901
1574,124,0,0.0,102,3,2.941176470588235
1575,124,2,1.6129032258064515,102,2,1.9607843137254901
1576,124,2,1.6129032258064515,102,0,0.0
1577,123,2,1.6260162601626018,102,3,2.941176470588235
1578,123,2,1.6260162601626018,102,3,2.941176470588235
1579,123,1,0.8130081300813009,101,4,3.9603960396039604
1580,123,2,1.6260162601626018,101,1,0.9900990099009901
1581,122,1,0.819672131147541,101,4,3.9603960396039604
1582,122,0,0.0,101,1,0.9900990099009901
1583,122,1,0.819672131147541,101,4,3.9603960396039604
1584,122,0,0.0,101,1,0.9900990099009901
1585,122,1,0.819672131147541,101,3,2.9702970297029703
1586,122,1,0.819672131147541,101,0,0.0
1587,121,2,1.6528925619834711,101,2,1.9801980198019802
1588,121,0,0.0,101,2,1.9801980198019802
1589,121,0,0.0,100,3,3.0
1590,121,0,0.0,100,2,2.0
1591,121,0,0.0,100,5,5.0
1592,121,1,0.8264462809917356,100,4,4.0
1593,121,0,0.0,100,3,3.0
1594,121,1,0.8264462809917356,100,2,2.0
1595,121,2,1.6528925619834711,100,4,4.0
1596,121,1,0.8264462809917356,100,1,1.0
1597,121,1,0.8264462809917356,100,0,0.0
1598,121,1,0.8264462809917356,100,0,0.0
1599,121,1,0.8264462809917356,100,2,2.0
1600,121,1,0.8264462809917356,100,2,2.0
